Minute	Commentary
53	Martin Oedegaard puts in a cross...
53	A chance opens up as Bukayo Saka from Arsenal successfully finds a team mate in the area...
53	Davinson Sanchez relieves the pressure with a clearance
53	Emile Smith-Rowe puts in a cross...
53	Bukayo Saka from Arsenal takes a short corner kick from the right.
52	Takehiro Tomiyasu from Arsenal tries to pick out a team-mate in the area but his cross is blocked by an opponent.
52	Tottenham take a throw-in at the right side of the pitch in the opponent's half of the field
52	Tottenham take a throw-in at the right side of the pitch in their own half of the field
52	Tottenham plays a short goal kick.
51	Arsenal take a throw-in at the left side of the pitch in the opponent's half of the field
50	Tottenham take a throw-in at the left side of the pitch in their own half of the field
50	Ball possession: Arsenal: 55%, Tottenham: 45%.
50	Arsenal take a throw-in at the right side of the pitch in their own half of the field
50	Arsenal take a throw-in at the right side of the pitch in their own half of the field
49	Ben White relieves the pressure with a clearance
49	Sergio Reguilon puts in a cross...
49	Tottenham is trying to create something here.
48	Tottenham is trying to create something here.
48	Tottenham take a throw-in at the left side of the pitch in the opponent's half of the field
47	Goal kick for Tottenham.
47	Thomas fails to find the target with a shot from outside the box
47	Tottenham take a throw-in at the right side of the pitch in their own half of the field
46	Japhet Tanganga is leaving the field to be replaced by Emerson in a tactical substitution.
46	Dele Alli is leaving the field to be replaced by Oliver Skipp in a tactical substitution.
46	Pierre-Emerick Aubameyang from Arsenal is ruled offside.
46	Davinson Sanchez relieves the pressure with a clearance
46	Bukayo Saka puts in a cross...
46	The second half is underway.
48	Arsenal has been the better team in this half
48	It's over! The referee blows for half time
48	Ball possession: Arsenal: 56%, Tottenham: 44%.
47	Tottenham is trying to create something here.
46	Tottenham take a throw-in at the right side of the pitch in their own half of the field
46	The fourth official shows there are 2 minute(s) of time to be added.
45	The referee signals a free kick as Lucas Moura from Tottenham trips Kieran Tierney
45	Lucas Moura from Tottenham passes the ball in the box, but it's intercepted by an opponent player.
45	Ball possession: Arsenal: 59%, Tottenham: 41%.
44	Tottenham take a throw-in at the left side of the pitch in the opponent's half of the field
44	Tottenham is in control of the ball.
43	Goal kick for Arsenal.
42	Takehiro Tomiyasu from Arsenal goes a bit too far there as the pulls down Sergio Reguilon
41	Tottenham take a throw-in at the right side of the pitch in their own half of the field
41	Arsenal take a throw-in at the left side of the pitch in the opponent's half of the field
41	Tanguy Ndombele relieves the pressure with a clearance
41	Granit Xhaka puts in a cross...
41	Pierre-Emerick Aubameyang from Arsenal successfuly makes an aerial pass to a team mate.
40	Emile Smith-Rowe from Arsenal directs the ball behind the defence, but it's intercepted by an opponent player.
40	Ball possession: Arsenal: 58%, Tottenham: 42%.
39	The referee signals a free kick as Sergio Reguilon from Tottenham trips Bukayo Saka
39	Goal kick for Arsenal.
39	A chance presents itself to Harry Kane from Tottenham but his header goes wide
39	Heung-Min Son from Tottenham swings in the corner from the right.
38	Gabriel clears the danger but is forced to give away a corner...
38	Japhet Tanganga puts in a cross...
38	Tottenham is trying to create something here.
37	Arsenal plays a short goal kick.
36	Tottenham is trying to create something here.
36	Tottenham is in control of the ball.
35	Ball possession: Arsenal: 61%, Tottenham: 39%.
34	GOOOOOAAL! - Bukayo Saka reacts first on the loose ball and puts it away with the right!
34	Bukayo Saka from Arsenal sees his pass blocked by an opponent.
34	Arsenal start a counter attack.
34	Arsenal is in control of the ball.
33	Tottenham plays a short goal kick.
33	Harry Kane from Tottenham is ruled offside.
32	Arsenal is in control of the ball.
31	Arsenal is in control of the ball.
31	Harry Kane from Tottenham goes a bit too far there as the pulls down Bukayo Saka
30	Tottenham is in control of the ball.
30	Ball possession: Arsenal: 62%, Tottenham: 38%.
29	Tottenham take a throw-in at the left side of the pitch in the opponent's half of the field
27	Emile Smith-Rowe provided the assist for the goal.
27	GOOOOOAAL! - Pierre-Emerick Aubameyang scores with the left foot!
27	Emile Smith-Rowe of Arsenal passes the ball to a team mate.
27	Emile Smith-Rowe from Arsenal takes the ball forward trying to make something happen...
27	Could be a good chance here as Pierre-Emerick Aubameyang from Arsenal cuts the opponents defense open with a through ball...
27	Arsenal start a counter attack.
27	The referee signals a free kick as Lucas Moura from Tottenham trips Granit Xhaka
27	Tottenham is trying to create something here.
26	Dangerous challenge by Granit Xhaka from Arsenal. Lucas Moura on the receiving end of that.
25	Tottenham is in control of the ball.
25	Ball possession: Arsenal: 64%, Tottenham: 36%.
25	Arsenal take a throw-in at the right side of the pitch in their own half of the field
25	Arsenal plays a short goal kick.
24	Harry Kane goes for goal, but his effort was never close to hitting the target.
24	The referee signals a free kick as Pierre-Emerick Aubameyang from Arsenal trips Lucas Moura
23	Arsenal plays a short goal kick.
23	A chance presents itself to Japhet Tanganga from Tottenham but his header goes wide
23	Heung-Min Son from Tottenham swings in the corner from the left.
22	Heung-Min Son forces a good save from Aaron Ramsdale who turns the ball behind for a corner!
22	Great skill from Heung-Min Son as he dribbles past his opponents
22	Heung-Min Son from Tottenham takes the ball forward trying to make something happen...
22	Great vision by Gabriel from Arsenal as he stops a promising attack with an interception.
22	Heung-Min Son from Tottenham find his team mate with a neat back heel pass.
22	Lucas Moura of Tottenham passes the ball to a team mate.
21	Tottenham is in control of the ball.
21	Tottenham take a throw-in at the right side of the pitch in the opponent's half of the field
20	Tottenham take a throw-in at the right side of the pitch in their own half of the field
20	Goal kick for Arsenal.
19	Ball possession: Arsenal: 74%, Tottenham: 26%.
19	Japhet Tanganga from Tottenham crosses the ball but it is nowhere near the intended target.
19	Tottenham is trying to create something here.
18	The referee signals a free kick as Davinson Sanchez from Tottenham trips Pierre-Emerick Aubameyang
18	Goal kick for Tottenham.
17	Pierre-Emerick Aubameyang fails to find the target with a shot from outside the box
17	Gabriel from Arsenal tries to head the ball to a team mate, but it's intercepted by an opponent player.
17	Martin Oedegaard from Arsenal swings in the corner from the right.
17	It's a good hit from long range by Thomas who forces a save from Hugo Lloris. Corner kick.
17	Some neat football here as Bukayo Saka from Arsenal plays a 1-2 with Martin Oedegaard.
16	Pierre-Emerick Aubameyang puts in a cross...
16	Could be a good chance here as Gabriel from Arsenal cuts the opponents defense open with a through ball...
16	Goal kick for Arsenal.
15	Lucas Moura from Tottenham crosses the ball but it is nowhere near the intended target.
15	Gabriel relieves the pressure with a clearance
15	Poor play by Kieran Tierney as his weak attempt to clear the ball puts his side under pressure
15	Sergio Reguilon puts in a cross...
15	Tottenham take a throw-in at the right side of the pitch in their own half of the field
15	Ball possession: Arsenal: 70%, Tottenham: 30%.
14	Arsenal is in control of the ball.
14	Arsenal is having a good opportunity to score.
14	Kieran Tierney puts in a cross...
13	Tottenham take a throw-in at the left side of the pitch in the opponent's half of the field
13	Tottenham is in control of the ball.
12	Bukayo Saka provided the assist for the goal.
12	GOOOOOAAL! - Emile Smith-Rowe scores with the right foot!
12	Bukayo Saka of Arsenal passes the ball to a team mate.
12	Martin Oedegaard of Arsenal passes the ball to a team mate.
12	Arsenal start a counter attack.
11	Arsenal is in control of the ball.
10	Gabriel relieves the pressure with a clearance
10	Japhet Tanganga sends a long ball upfield.
10	Ball possession: Arsenal: 67%, Tottenham: 33%.
10	Tottenham take a throw-in at the left side of the pitch in the opponent's half of the field
10	Tottenham take a throw-in at the left side of the pitch in the opponent's half of the field
9	Tottenham take a throw-in at the left side of the pitch in the opponent's half of the field
9	The referee signals a free kick as Ben White from Arsenal trips Harry Kane
9	The referee signals a free kick as Japhet Tanganga from Tottenham trips Emile Smith-Rowe
8	Arsenal take a throw-in at the right side of the pitch in the opponent's half of the field
8	Takehiro Tomiyasu from Arsenal tries to pick out a team-mate in the area but his cross is blocked by an opponent.
8	Kieran Tierney puts in a cross...
8	Arsenal is trying to create something here.
7	Pierre-Emerick Aubameyang from Arsenal is ruled offside.
